Title,Composer,Rhythm,TimeSignature,Sections,Key,Year
Jinrikisha,Joe Henderson,Medium Up Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Dbmaj7#11|Dbmaj7#11|C9sus|C9sus|Bbm6|Bbm6|Abmaj7|Abmaj7|Gbmaj7#11|Gbmaj7#11'}, 'Endings': [{'Chords': 'Fm7|Gb13|Fm7|Gb13|Gm7b5|C7#9'}, {'Chords': 'Fm7|Gb13|Fm7|Gb13|Bbm7,Eb7|Ab13|Db9,G7#5|Gbmaj7|Gm7b5|C7alt'}]}]",Ab,1959
Jitterbug Waltz,Fats Waller,Waltz,3/4,"[{'Label': 'B', 'MainSegment': {'Chords': 'Ebmaj7|Ebmaj7|Ebmaj7|Ebmaj7|Ab7|Ab7|Ab7|Ab7|Ebmaj7|Ebmaj7|Ebmaj7|Ebmaj7|Gm7|C7|Gm7|C7'}}, {'MainSegment': {'Chords': 'F7|F7|F7|F7|Abm7|Abm7|Db7#11|Db7#11|F7|F7|Bb7|Bb7'}, 'Endings': [{'Chords': 'Gm7|C7|Fm7|Bb7'}, {'Chords': 'Eb6|Ab7|Eb6|Bb7'}]}]",Eb,1942
"Jody Grind, The",Horace Silver,Even 8ths,4/4,[{'MainSegment': {'Chords': 'Bbm7|Bbm7|Bbm7|Bbm7|Eb7|Eb7|Bbm7|Bbm7|A13|B13|Bbm7|Bbm7'}}],Bbmin,1960
"Joker, The",Lee Morgan,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Eb6,C7#9|Fm7,Bb7|Gm7,C7|Fm7,Bb7|Bbm7,Eb7|Abmaj7,Db7'}, 'Endings': [{'Chords': 'Gm7,C7#9|Fm7,Bb7'}, {'Chords': 'Fm7,Bb7|Eb6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Bbm7|Eb7|Abmaj7|Abmaj7|Cm7|F7|Fm7|Bb7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Eb6,C7#9|Fm7,Bb7|Gm7,C7|Fm7,Bb7|Bbm7,Eb7|Abmaj7,Db7|Fm7,Bb7|Eb6'}}]",Eb,1964
Jordu,Duke Jordan,Up Tempo Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'D7,G7|Cm6|F7,Bb7|Ebmaj7|D7,G7|Cm6|Ab7|Ab7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'G7,C7|F7,Bb7|Eb7,Ab7|Dbmaj7|F7,Bb7|Eb7,Ab7|Db7,Gb7|Bmaj7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'D7,G7|Cm6|F7,Bb7|Ebmaj7|D7,G7|Cm6|Ab7|Ab7'}}]",Cmin,1953
Joshua,Victor Feldman,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm7,Cm7|Bbm7,Cm7'}, 'Endings': [{'Chords': 'Dm7|Dm7'}, {'Chords': 'Dm7|Gm7,C7'}]}, {'Label': 'B', 'Repeats': 1, 'MainSegment': {'Chords': 'Fmaj7|Fm7,Bb7#5#9|Ebmaj7|Ebm7,Ab7#5#9|Dbmaj7|G7#5#9|Cm7,Bbm7|E7#5#9,A7b9#5'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm11|Dm7,Cm7|Bbm7,Cm7|Dm7|Dm7'}}]",Dmin,1959
Joy Spring,Clifford Brown,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7|Gm7,C7|Fmaj7|Bbm7,Eb7|Am7,Ab7|Gm7,C7|Fmaj7|Abm7,Db7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Gbmaj7|Abm7,Db7|Gbmaj7|Bm7,E7|Bbm7,A7|Abm7,Db7|Gbmaj7|Am7,D7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Gmaj7|Gm7,C7|Fmaj7|Fm7,Bb7|Ebmaj7|Abm7,Db7|Gbmaj7|Gm7,C7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7|Gm7,C7|Fmaj7|Bbm7,Eb7|Am7,Ab7|Gm7,C7|Fmaj7|Gm7,C7'}}]",F,1957
Juju,Wayne Shorter,Waltz,3/4,[{'MainSegment': {'Chords': 'B7#5|B7#5|B7#5|B7#5|B7#5|B7#5|B7#5|B7#5|Bb7#5|Bb7#5|A7|A7|Abmaj7|Abmaj7|Em7|Em7|Fmaj7|Fmaj7|Bm7|Bm7|Fmaj7|Fmaj7|Bm7|Bm7'}}],B,1966
Jumpin With Symphony Sid,Lester Young,Medium Swing,4/4,[{'MainSegment': {'Chords': 'Bb7|Bb7|Bb7|Bb7|Eb7|Eb7|Bb7|Bb7|F7|Eb7|Bb7|Bb7'}}],Bb,1945
Just A Gigolo,Leonello Casucci,Medium Swing,4/4,"[{'MainSegment': {'Chords': 'F|Fmaj7|F,Ab07|Gm7,D7|Gm|Gm7|C7|F'}}, {'MainSegment': {'Chords': 'F7|Eb7|D7|Gm7|Bbm7,Eb7|Am7,D7|Gm7,C7|F,C7'}}]",F,1931
Just A-Sittin' And A-Rockin,Ellington-Strayhorn-Gaines,Slow Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Ab,Ab7/C|Db,Ab6|Db,Ab/C|Bbm7,Eb7,Ab6,|Db,Ab/C|Db,D07|Db,D07,Ab/Eb,Fm7|Bbm7,Eb7,Ab6,'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Cm,Cmaug|Cm6,Cmb6|Cm,Cmaug|Dm7,G7|C,Caug|C6,C#07|Dm7,G7|Bbm7,Eb7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Ab,Ab7/C|Db,Ab6|Db,Ab/C|Bbm7,Eb7,Ab6,|Db,Ab/C|Db,D07|Db,D07,Ab/Eb,Fm7|Bbm7,Eb7,Ab6,'}}]",Ab,1945
Just Friends,John Klenner,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7|Cmaj7|Cm7|F7|Gmaj7|Gmaj7|Bbm7|Eb7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Am7|D7|Gmaj7|Em7|A7|A7|Am7,D7|Dm7,G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7|Cmaj7|Cm7|F7|Gmaj7|Gmaj7|Bbm7|Eb7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Am7|D7|F#m7b5,B7b9|Em7|A7|Am7,D7|G6|Dm7,G7'}}]",G,1929
Just In Time,Jule Styne,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Bbmaj7|Bbmaj7|Am7b5|D7b9|G7|G7|C7|C7|F7|F7|Bb7|Bb7|Ebmaj7|Ebmaj7|Abmaj7|Am7b5,D7b9'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7|Gm/F#|Gm/F|C7,C#07|Bb6|Bb6|Ab7|G7|C7|F7|Dm7|Gm7|C7|Cm7,F7|Bb6|Cm7,F7'}}]",Bb,1958
Just In Tune,John Abercrombie,Medium Up Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'D7sus|D7sus|Dm7b5|G7b9|Cm7|Cm7/Bb|Am7|Am7'}}, {'Label': 'B', 'MainSegment': {'Chords': ''}, 'Endings': [{'Chords': 'Dm|Bb/D|Dm|Bb/D|Dm,Dm/C|Bbmaj7|Bm7b5|E7b9'}, {'Chords': 'Fmaj7#11|Ebmaj7|Abmaj7#11|Gm7|C7sus|C7sus|C7sus|C7sus'}]}]",,na
Just One More Chance,Johnston-Coslow,Medium Swing,4/4,"[{'MainSegment': {'Chords': 'Gmaj7|Gmaj7|Am7,D7|Am7,D7|Am7,D7|Am7,D7'}, 'Endings': [{'Chords': 'Gmaj7,Eb7|Am7,D7'}, {'Chords': 'G6,Eb7,D7,|G6'}]}, {'Label': 'A', 'MainSegment': {'Chords': 'Dm7,G7|Cmaj7|Am7b5,D7|Gmaj7|Bm7b5,E7|Am7|Em7,A7|Am7,D7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Gmaj7|Gmaj7|Am7,D7|Am7,D7|Am7,D7|Am7,D7|G6,Eb7,D7,|G6'}}]",G,1931
Just One Of Those Things,Cole Porter,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Dm6|Dm6|Em7b5|A7b9|F7|F7|Bm7b5|Bbm6|Am7|Ab7|Gm7|C7'}, 'Endings': [{'Chords': 'F6|D7|Gm7,Gm7/F|Em7b5,A7b9'}, {'Chords': 'F6|F6|Fm7|Bb7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Eb6|E07|Fm7|Bb7|Eb6|Eb6|Dm7|G7|C6|Am7|F#m7b5|Fm6|Em7|Eb7|Gm7,C7|Em7b5,A7b9'}, 'Endings': [{'Chords': 'F6|F6|Em7b5|A7b9'}]}]",F,1935
Just Squeeze Me,Duke Ellington,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7,Gm7|Am7,C7|Fmaj7,Bbmaj7|Am7,D7|Gm7|C7'}, 'Endings': [{'Chords': 'Fmaj7,D7|Gm7,C7'}, {'Chords': 'Fmaj7|Fmaj7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'F7|F7|Bb6|Bb6|G7|G7|Gm7|C7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fmaj7,Gm7|Am7,C7|Fmaj7,Bbmaj7|Am7,D7|Gm7|C7|Fmaj7,D7|Gm7,C7'}}]",F,1940
"Just You, Just Me",Jesse Greer,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'C6|A7|Dm7|G7|C6,C7|Fmaj7,Bb7|C6/G,G7'}, 'Endings': [{'Chords': 'C6,G7'}, {'Chords': 'C6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7|C7|F6|Bb7|C6|E7,Am7|D7|G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'C6|A7|Dm7|G7|C6,C7|Fmaj7,Bb7|C6/G,G7|C,G7'}}]",,1928
Kary's Trance,Lee Konitz,Medium Up Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Am6|Am6|Dm6|Dm6|Bm7b5|E7b9|Am6|Am6'}}, {'Label': 'B', 'MainSegment': {'Chords': 'G7|G7|Cmaj7|Cmaj7|B7|B7|E7|E7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Am6|Am6|Dm6|Dm6|Bm7b5|E7b9|Am6|Am6'}}]",Amin,1956
Katrina Ballerina,Woody Shaw,Waltz,3/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Gm7|F7|Ebmaj7|F7|Abmaj7#11|Gbmaj7#11'}, 'Endings': [{'Chords': 'Gbm7,Abm7,D7#9,|D7#9'}, {'Chords': 'Am7b5,D7#9|Gm7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Abmaj7|Bb7|Abmaj7|Bb7|Abmaj7|Bb7|Abmaj7|Bb7|Amaj7|B7|Amaj7|B7|Dm11,Cm11|Cm11,Bbm11|Bbm11,Abm11|D7#9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Gm7|F7|Ebmaj7|F7|Abmaj7#11|Gbmaj7#11|Am7b5,D7#9|Gm7'}}, {'MainSegment': {'Chords': 'Bb7#11|Bb7#11|Bb7#11|Bb7#11|Bb7#11|Bb7#11|Bb7#11|D7#9'}}]",Gmin,1976
Keepin' Myself For You,Vincent Youmans,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7,E07|F7,Bb7|Am7b5,Abm7|Gm7b5,C7b9|Fm7,Abm6|Bb7sus,Bb7'}, 'Endings': [{'Chords': 'Eb6/G,Gb07|Fm7,Bb7'}, {'Chords': 'Eb6,Fm7|Eb6/G,B7/F#'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Emaj7,C#m7|F#m7,B7|Emaj7/G#,,C#m7,C#m/B|Bb7|Ebmaj7,,Cm7,Cm/Bb|Am7b5,D7,Gm7,Gb7|Fm7|E7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Ebmaj7,E07|F7,Bb7|Am7b5,Abm7|Gm7b5,C7b9|Fm7,Abm6|Fm7,Bb7sus|Eb6,C7b9|Fm7,Bb7'}}]",Eb,1930
"Kicker, The",Joe Henderson,Up Tempo Swing,4/4,[{'MainSegment': {'Chords': 'Bb7|Bb7|Bb7|Bb7|Ebm7|Ab7|Dbmaj7|Gbmaj7|Cm7b5|F7|Bbm7|F7#9'}}],Bb,1959
Kids Are Pretty People,Thad Jones,Slow Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Dm7,A7#9|Dm7,,Cm7,F7|Bb7,A7#9|Dm7,G7|Fmaj7/C,A7/C#|Dm7,Dm7/C|Bm7b5,E7#9|A7#9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Dm7,A7#9|Dm7,,Cm7,F7|Bb7,A7#9|Dm7,G7|Fmaj7/C,A7/C#|Dm7,Bm7b5|F/C,C7sus|F6,A7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm7,Bbmaj7|Gm7,Ebmaj7|Cm7,F7|Bbmaj7,Eb7|F/C|Eb/C|F/C|A7#9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Dm7,A7#9|Dm7,,Cm7,F7|Bb7,A7#9|Dm7,G7|C7,F7|Bb7,Eb7|Em7b5,A7#9|Dm7,,Em7b5,A7'}}]",Dmin,na
Ko Ko,Charlie Parker,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Bb6|Bb6|Fm7|Bb7|Ebmaj7|Ebmaj7|Ab7|Ab7|Bb6|Bb6|C7|C7'}, 'Endings': [{'Chords': 'Cm7|G7b9|Cm7|F7#5'}, {'Chords': 'Cm7|F7|Bb6|Bb6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'C#m7|F#7|Bmaj7|Bmaj7|Bm7|E7|Amaj7|Amaj7|Am7|D7|Gmaj7|Gmaj7|Gm7|C7|Cm7|F7#5'}}]",Bb,1946
L.O.V.E.,Gabler-Kaempfert,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'G6|Gmaj7|Am7|D7|D7|D7|Gmaj7|G6'}}, {'Label': 'B', 'MainSegment': {'Chords': 'G7|G7|Cmaj7|Cmaj7|A7|A7|D7sus|D7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'G6|Gmaj7|Am7|D7|D7|D7|Gmaj7|G6'}}, {'Label': 'C', 'MainSegment': {'Chords': 'G7|G7|Cmaj7|C#07|G6|D7|G6|Am7,D7'}}]",G,1964
La Fiesta,Chick Corea,Latin,6/4,"[{'Label': 'i', 'Repeats': 1, 'MainSegment': {'Chords': 'E|F|G,F|E'}}, {'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'E|F|G,F|E'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'E|F|G,F|E'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'E|F|G,F|E'}}, {'MainSegment': {'Chords': 'Amaj7,Dmaj7/A|Amaj7,Dmaj7/A|Amaj7,Dmaj7/A|Amaj7,Dmaj7/A'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Amaj7,C#7|Dmaj7,D#m7b5|Amaj7/E,F07|F#m7,B7|E7,Amaj7|Dmaj7|C#m7,F#7'}, 'Endings': [{'Chords': 'B7|E7'}, {'Chords': 'B7,E7'}]}, {'Label': 'C', 'MainSegment': {'Chords': 'Amaj7,Bm/A|Amaj7,Dm/A|Em/A,F/A|G,F'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'E|F|G,F'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'Amaj7,Dmaj7/A|Amaj7,Dmaj7/A|Amaj7,Dmaj7/A|Amaj7,Dmaj7/A'}}]",A,1976
La Vie En Rose,Guglielmi-Piaf-David,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'C,C6|Cmaj7,C6|C|Dm7,G7|Dm7,G7|Dm7,G7|Dm7,G7|C,C#0,Dm7,G7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'C,C6|Cmaj7,C6|C,C7|F|Fm|C|D7|Dm7,G7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'C,C6|Cmaj7,C6|Dm7,G7|C6'}}]",,1947
Ladies In Mercedes,Steve Swallow,Bossa Nova,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Gmaj7|Gmaj7|C7#11|C7#11|Bm7|Bm7|E7|E7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Db7b13|Db7b13|Gbm7|Gbm7|Ebm7b5|Ebm7b5|Ab7b9|Ab7b9'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Dbmaj7|Dbmaj7|Gb7#11|Gb7#11|Fm7|Fm7|Bb7|Bb7'}}, {'Label': 'D', 'MainSegment': {'Chords': 'G7b13|G7b13|Cm7|Cm7|Am7b5|Am7b5|D7b9|D7b9'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'Gmaj7|Gmaj7|C7#11|C7#11'}}]",G,1976
Lady Bird,Tadd Dameron,Up Tempo Swing,4/4,"[{'MainSegment': {'Chords': 'Cmaj7|Cmaj7|Fm7|Bb7|Cmaj7|Cmaj7|Bbm7|Eb7|Abmaj7|Abmaj7|Am7|D7|Dm7|G7|Cmaj7,Ebmaj7|Abmaj7,Dbmaj7'}}]",,1958
"Lady is a Tramp, The",Richard Rodgers,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7|Eb7|Dm7|G7|Cmaj7|Eb7|Dm7|G7|C7|C7|Fmaj7|Bb7|Em7,A7|Dm7,G7'}, 'Endings': [{'Chords': 'C6,A7|Dm7,G7'}, {'Chords': 'C6|C6'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm7|G7|Em7|A7|Dm7|G7|Em7,A7|Dm7,G7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Cmaj7|Eb7|Dm7|Bm7b5,E7b9|Am7,D7|Dm7,G7|C6|C6'}}]",,1937
Lady Sings The Blues,Nichols-Holiday,Ballad,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Fm|Fmaug|Fm6|Fm7|Fmaj7|Bbmaj7|Fmaj7,Eb7,D7,|Gm7,C7b9'}}, {'Label': 'B', 'MainSegment': {'Chords': 'F7|F7|F7|F7|G7|G7|G7|G7sus,C7b9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fm|Fmaug|Fm6|Fm7|Fmaj7|Bbmaj7|Fmaj7,Eb7,D7,|Gm7,C7b9'}}, {'MainSegment': {'Chords': 'Fm6'}}]",Fmin,1941
"Lady's In Love With You, The",Burton Lane,Medium Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'A7|A7|Am7|D7|G6|G6,D7#5|G6|G6'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm7,G7|Dm7,G7|Dm7|G7|Cmaj7|Cmaj7|Cm6|D7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'A7|A7|Am7|D7|Am7|D7|G6|G6'}}]",G,1939
Lakes,Pat Metheny,Even 8ths,4/4,"[{'Label': 'i', 'Repeats': 1, 'MainSegment': {'Chords': 'D|A/D|G/D|A/D'}}, {'Label': 'A', 'MainSegment': {'Chords': 'D,,A/C#,Bm|Bm,D/A|E/G#,G/A|Dmaj7,F#7|F#7,Bm7|Em,,G/A,A/G|Dmaj7/F#,Em9|G/A,Bb/A'}}, {'Label': 'B', 'MainSegment': {'Chords': 'A,,Bb0,Bm|Bm,D/C,D/C,|A/C#,Am7/D|Gmaj7,F#/G#|C#m7,C9|Bm,D9|Gmaj7,F#m7|Fmaj7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Em9,F#m7|F#/G|E7#9/G#,Eb/A|D/A#|C/B,Bb/C|A7/C#,,D9,D/Eb|Em9,,F#m7,G|A7sus'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'D|A/D|G/C|A/D'}}, {'Repeats': 1, 'MainSegment': {'Chords': 'Dmaj7,C7sus|Fmaj7,Ab7sus|Dbmaj7,B7sus|Emaj7,D7sus|Gmaj7,F7sus|Bbmaj7,Db7sus|Gbmaj7,G7sus|Cmaj7,A7sus'}}]",D,1976
Lament,J.J. Johnson,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Fm|Ebm7,Ab7|Dbmaj7|Gm7b5,C7b9|Fmaj7|Dm7|Gm7(Em7b5)|Em7b5(A7b9),A7b9'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm,,Dm/C,Bb|Am7,Dm7|Gm7|Em7b5,A7b9|Dm|Ebm7,Ab7|Dbmaj7|Gm7b5,C7b9'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Fm|Ebm7,Ab7|Dbmaj7|Gm7b5,C7|Fmaj7|Dm7|Gm7(Em7b5)|Em7b5(A7b9),A7b9'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Dm,,Dm/C,Bb|Am7,Dm7|Bm7b5|Bbm7,Eb7|Fmaj7,Dm7|Db7,C7|Fmaj7|Gm7b5,C7b9'}}]",Fmin,1958
"Lamp Is Low, The",DeRose-Shefter,Medium Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Dm7(G13sus)|G7|Dm7|G7|C6|F7|Em7|A7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Dm7(G13sus)|G7|Dm7|G7|C6|F7|C6|C6'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Gm7|C7|Gm7|C7|Fmaj7|Fmaj7|Bb7|Bb7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Dm7(G13sus)|G7|Dm7|G7|Em7|A7b13|Dm7b5|G7b9|C6|Em7,A7'}}]",,1937
Last Night When We Were Young,Harold Arlen,Ballad,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Gmaj7,C7|Bm7,E7b13|A7|Am7,D7#9|Dm7,G7|Am7b5,D7b9|Gmaj7,G#07|Am7,D7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm7|B7,E7|A7|Bb7,A7b9|Dm7|B7|Em7b5,A7b9|Eb7,D7,D7,'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Gmaj7,C7|Bm7,E7|Dm7|B7,E7|A7|Am7,D7|G6|Am7,D7'}}]",G,1955
"Last Time I Saw Paris, The",Henry Mancini,Medium Swing,4/4,"[{'Label': 'A', 'Repeats': 1, 'MainSegment': {'Chords': 'Ab6|Ab6|Ab6|Eb7|Bbm7|Eb7|Bbm7,Eb7|Ab6'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Fm7,Bb7|Ebmaj7,C7|Fm7,Bb7|Ebmaj7|Gm7,C7|Fmaj7|Bbm7|Eb7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Ab6|Ab6|Ab6|Eb7|Bbm7|Eb7|Bbm7,Eb7|Ab6'}}]",Ab,1947
Last Train Home,Pat Metheny,Even 8ths,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Bb|C/Bb|Ab|Bb|Bb|Dm,Dm7|Gm|Eb|F7sus|F7sus|F7|Gm|D7/F#|Gm/F|Ebmaj7|Ebmaj7|Dm7|Gm7|Dm7|Gm7|Gm7|Eb6/Bb|Eb6/Bb|Eb6/Bb|F'}}, {'MainSegment': {'Chords': 'Bb,F/Bb|F/Bb|Gm7,F/G|F/G|Bb,F/Bb|F/Bb|Gm7,F/G|F/G'}}]",Bb,1983
Laura,David Raksin,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Am9|D7b9|G6|G6|Gm9|C7b9|Fmaj7|Fmaj7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Fm7|Bb7sus,Bb7b9|Ebmaj7|Cm7|Am7b5,D7b5|D7b5,D7|Gmaj7|E7b13'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Am9|D7b9|G6|G6|Gm9|C7b9|Fmaj7|Fmaj7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Fm7,Fm7/Eb|Dm7b5,G7b9|Cmaj7,F7|Em7,Am7|D7b9|G7|C6|Bm7b5,E7b9'}}]",,1940
Laurie,Bill Evans,Ballad,4/4,"[{'MainSegment': {'Chords': 'Bbmaj7|E7b9sus,E7#5#9|Am7|Am7,D7#5|Gm7b9|C7#5#9|Cm7|Cm7,F7#5|Fm9|Bb7#5#9|Ebm7|Ab7#9'}, 'Endings': [{'Chords': 'Dm7b5|Db7sus,Db7|C7sus,C7|B7sus,B9#11'}, {'Chords': 'Gm9|Am9|Bm9|C#m9|Cm7b5|F7#5#9|Bb13sus|Ab13sus|Gb13|F13sus,F7#9'}]}]",Bb,1960
Lazy Afternoon,Latouche-Moross,Ballad,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Am7|A7|Am7|D7|Am7|D7|Am7|D7'}}, {'Label': 'B', 'MainSegment': {'Chords': 'Dm7|D7|Dm7|G9|Dm7|G7|Dm7|G7'}}, {'Label': 'C', 'MainSegment': {'Chords': 'Dm7|G7|Cmaj7,F7|Em7,A7|Dm7|G7|Cmaj7|Bm7b5|E7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Am7|A7|Am7|D7|Am7|D7|Am7|D7|A6|Bm7,E7'}}]",Amin,1955
Lazy Bird,John Coltrane,Up Tempo Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Am7,D7|Cm7,F7|Fm7|Bb7|Ebmaj7|Am7,D7'}, 'Endings': [{'Chords': 'Gmaj7|Abm7,Db7'}, {'Chords': 'Gmaj7|Gmaj7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'Bm7|E7|Amaj7|Bbm7,Eb7|Am7|D7|Gmaj7|Abm7,Db7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Am7,D7|Cm7,F7|Fm7|Bb7|Ebmaj7|Am7,D7|Gmaj7|Gmaj7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'F7#11|Eb7|Am7|D7b9|Gmaj7|C7b9|Fmaj7|Bb7b9|Eb7|Abmaj7|Db7#11'}}]",G,1959
Lazy River,Hoagy Carmichael,Slow Swing,4/4,"[{'Label': 'B', 'MainSegment': {'Chords': 'D7|D7,Db7,C7,F#0|G7|G7,Ab7,G7,|C7|C7,Db7,C7,|F6,C7|F6'}}, {'MainSegment': {'Chords': 'D7|D7,Db7,C7,F#0|G7|G7,Ab7,G7,|Bb6,B07|F6/C,D7|G7,C7|F6,D7|G7,C7|F6,A7'}}]",F,1930
Lazybones,Carmichael-Mercer,Slow Swing,4/4,"[{'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7,F7|Cmaj7,F7|Cmaj7,,F7,G7|C6,C7/Bb|A7|Dm7|Ab7b5,G7'}, 'Endings': [{'Chords': 'C6,G7'}, {'Chords': 'C6,G7'}]}, {'Label': 'B', 'MainSegment': {'Chords': 'F6|F6|Cmaj7,G7|Cmaj7|F7,Eb7|D7,G7|D7|Dm7,G7'}}, {'Label': 'A', 'MainSegment': {'Chords': 'Cmaj7,F7|Cmaj7,F7|Cmaj7,,F7,G7|C6,C7/Bb|A7|Dm7|Ab7b5,G7|C6,,Dm7,G7'}}]",,1931
